har_id,har_asset_number,har_asset_type,har_erf_number,har_model,har_serial_number,har_hostname,har_status,har_vendor,har_date_purchase,har_po_number,har_cost,har_book_value,har_predetermined_value,har_asset_value,har_date_added,har_specs,,,,,,
CAM-ERF13318-1212014-2015,ERF 13-318,CAMERAS,ERF 13-318,VIVOTEK ND8401 ,0002D1272357,,Active,ZENSHIN,1/21/14,4100140608,,,,,12/5/14,,,,CAM,ERF13318,1212014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C1,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C2,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C3,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C4,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C5,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DF,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E0,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E1,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E2,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E3,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E4,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E5,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E6,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E7,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3E8,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3F3,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3F4,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3F5,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1252014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3F6,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13307,1252014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C6,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3C7,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3D5,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3D6,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3D7,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3D8,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3D9,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DA,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DB,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DC,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DD,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13307-1282014-2015,ERF 13-307,CAMERAS,ERF 13-307,FD8134 Camera w/ memory card 32Gb,0002D125E3DE,,Active,ZENSHIN,1/28/14,4100140541,,,,,12/5/14,,,,CAM,ERF13307,1282014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3F7,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3F8,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3F9,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3FA,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3FB,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13334-1252014-2015,ERF 13-334,CAMERAS,ERF 13-334,FD8134 Camera w/ memory card 32Gb,0002D125E3FC,,Active,ZENSHIN,1/25/14,4100140388,,,,,12/5/14,,,,CAM,ERF13334,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3DE,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3E9,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3EA,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3EB,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3EC,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3ED,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3EE,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3EF,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3F0,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3F1,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13318-1252014-2015,ERF 13-318,CAMERAS,ERF 13-318,FD8134 Camera w/ memory card 32Gb,0002D125E3F2,,Active,ZENSHIN,1/25/14,4100140541,,,,,12/5/14,,,,CAM,ERF13318,1252014,2015
CAM-ERF13307-3182014-2015,ERF 13-307,CAMERAS,,"8-CH Viewing and Recording Raid, 1 Scalable Storage",0002D113EAF4,,Active,ZENSHIN,3/18/14,4100140439,,,,,12/5/14,,,,CAM,ERF13307,3182014,2015
CAM-ERF13307-3182014-2015,ERF 13-307,CAMERAS,,"8-CH Viewing and Recording Raid, 1 Scalable Storage",0002D113EAF6,,Active,ZENSHIN,3/18/14,4100140439,,,,,12/5/14,,,,CAM,ERF13307,3182014,2015
CAM-ERF13307-3312014-2015,ERF 13-307,CAMERAS,,Panasonic PTZ Camera w/ 32GB (WV-SC384),MEV17447,,Active,PANTRONICS,3/31/14,4100140832,,,,,12/5/14,,,,CAM,ERF13307,3312014,2015
CAM-ERF13307-3312014-2015,ERF 13-307,CAMERAS,,Panasonic PTZ Camera w/ 32GB (WV-SC384),MEV16506,,Active,PANTRONICS,3/31/14,4100140832,,,,,12/5/14,,,,CAM,ERF13307,3312014,2015
CAM-ERF13307-3312014-2015,ERF 13-307,CAMERAS,,Panasonic PTZ Camera w/ 32GB (WV-SC384),NBV16451,,Active,PANTRONICS,3/31/14,4100140832,,,,,12/5/14,,,,CAM,ERF13307,3312014,2015
CAM-ERF13318-3312014-2015,ERF 13-318,CAMERAS,,Panasonic Super Dynamic Weather Resistant ( WV-SW396),MAV01909,,Active,PANTRONICS,3/31/14,4100140972,,,,,12/5/14,,,,CAM,ERF13318,3312014,2015
CAM-ERF13318-3312014-2015,ERF 13-318,CAMERAS,,Panasonic Super Dynamic Weather Resistant ( WV-SW396),MKV00712,,Active,PANTRONICS,3/31/14,4100140972,,,,,12/5/14,,,,CAM,ERF13318,3312014,2015
CAM-ERF13318-3312014-2015,ERF 13-318,CAMERAS,,Panasonic PTZ Camera w/ 32GB (WV-SC384),NBV16451,,Active,PANTRONICS,3/31/14,4100140972,,,,,12/5/14,,,,CAM,ERF13318,3312014,2015
CAM-ERF14059-4072014-2015,ERF 14-059,CAMERAS,,Panasonic WV-SW396 Network Camera,MKV00721,,Active,ATI,4/7/14,92713,,,,,12/5/14,,,,CAM,ERF14059,4072014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE09,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE21,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE24,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE27,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE0B,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE22,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE25,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE28,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE20,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE23,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE26,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14059-5192014-2015,ERF 14-059,CAMERAS,,MegaPixel CMOS Senson FD8134,0002D128CE29,,Active,ZENSHIN,5/19/14,4100146389,,,,,12/5/14,,,,CAM,ERF14059,5192014,2015
CAM-ERF14013-6042014-2015,ERF 14-013,CAMERAS,,FD8134 Camera,0002D128CDA8,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14013,6042014,2015
CAM-ERF14013-6042014-2015,ERF 14-013,CAMERAS,,FD8134 Camera,0002D128CDA9,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14013,6042014,2015
CAM-ERF14013-6042014-2015,ERF 14-013,CAMERAS,,FD8134 Camera,0002D128CDAA,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14013,6042014,2015
CAM-ERF14003-6042014-2015,ERF 14-003,CAMERAS,,FD8134 Camera,0002D128CDAB,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14003,6042014,2015
CAM-ERF14003-6042014-2015,ERF 14-003,CAMERAS,,FD8134 Camera,0002D128CDAC,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14003,6042014,2015
CAM-ERF14003-6042014-2015,ERF 14-003,CAMERAS,,FD8134 Camera,0002D128CDAD,,Active,ZENSHIN,6/4/14,4100144504,,,,,12/5/14,,,,CAM,ERF14003,6042014,2015
CAM-161426-6172014-2015,161426,CAMERAS,,Vivotedk FD8134,0002D128CE55,,Active,MERIDIAN,6/17/14,4100148400,,,,,12/5/14,,,,CAM,161426,6172014,2015
CAM-161434-7122014-2015,161434,CAMERAS,,FD8134,0002D128CDBC,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161434,7122014,2015
CAM-161435-7122014-2015,161435,CAMERAS,,FD8134,0002D128CDBD,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161435,7122014,2015
CAM-161436-7122014-2015,161436,CAMERAS,,FD8134,0002D128CDBE,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161436,7122014,2015
CAM-161437-7122014-2015,161437,CAMERAS,,FD8134,0002D128CDBF,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161437,7122014,2015
CAM-161438-7122014-2015,161438,CAMERAS,,FD8134,0002D128CDC0,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161438,7122014,2015
CAM-161439-7122014-2015,161439,CAMERAS,,FD8134,0002D128CDC1,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161439,7122014,2015
